Make,Color,Odometer(Miles),Doors,Price
Honda,Red,86843.0,4.0,"$6,207.00"
Toyota,Blue,61955.0,3.0,"$6,109.00"
Toyota,,155717.0,4.0,"$3,837.00"
Honda,Blue,58120.0,4.0,"$7,001.00"
Toyota,White,52222.0,4.0,"$5,864.00"
Toyota,White,148258.0,4.0,
Toyota,Blue,62593.0,,"$7,845.00"
BMW,,18911.0,5.0,"$21,632.00"
Toyota,White,28974.0,4.0,"$9,784.00"
Toyota,White,144643.0,4.0,"$4,865.00"
Toyota,White,64676.0,4.0,"$3,748.00"
Toyota,White,36386.0,4.0,"$9,183.00"
Honda,Red,89246.0,4.0,"$4,649.00"
Toyota,White,147690.0,4.0,"$4,329.00"
Toyota,,56777.0,4.0,"$7,014.00"
Nissan,White,216542.0,4.0,"$7,643.00"
Toyota,Blue,,3.0,"$7,501.00"
Honda,White,58286.0,4.0,"$6,770.00"
Honda,Red,84065.0,4.0,"$4,201.00"
Honda,Red,89099.0,,"$5,498.00"
Toyota,Blue,63100.0,3.0,"$6,741.00"
Toyota,White,64732.0,,"$7,239.00"
Honda,Blue,61216.0,4.0,"$4,584.00"
Toyota,White,44049.0,4.0,"$11,440.00"
Toyota,White,140603.0,4.0,"$3,948.00"
,Red,82097.0,4.0,"$4,614.00"
Honda,White,61163.0,4.0,
Toyota,White,71917.0,4.0,"$6,522.00"
Honda,Blue,65861.0,4.0,"$8,189.00"
Toyota,White,158098.0,4.0,"$4,471.00"
Toyota,White,148404.0,4.0,"$4,137.00"
Toyota,White,27077.0,4.0,"$9,534.00"
Toyota,White,148925.0,4.0,"$6,508.00"
Toyota,White,64348.0,4.0,"$6,914.00"
Toyota,,63449.0,,"$6,511.00"
BMW,Black,14417.0,5.0,"$6,263.00"
Honda,Blue,58911.0,4.0,"$7,544.00"
Toyota,White,51369.0,,"$2,839.00"
Toyota,Blue,63382.0,3.0,"$6,867.00"
Honda,White,57883.0,4.0,"$5,446.00"
Toyota,White,61656.0,4.0,"$6,382.00"
Honda,White,57474.0,4.0,"$6,748.00"
BMW,Black,1337.0,5.0,"$21,108.00"
Toyota,White,151403.0,4.0,
Toyota,White,64897.0,4.0,"$7,750.00"
Toyota,Green,63676.0,4.0,"$4,270.00"
Toyota,Blue,55848.0,3.0,"$6,838.00"
,White,209819.0,4.0,"$3,729.00"
Honda,Blue,66542.0,4.0,"$8,052.00"
Toyota,,58171.0,4.0,"$4,835.00"
Honda,Red,93970.0,4.0,"$5,445.00"
Toyota,White,157653.0,4.0,"$3,962.00"
Toyota,Blue,59407.0,3.0,"$6,915.00"
Honda,White,62259.0,4.0,"$6,527.00"
Toyota,Red,84375.0,4.0,"$7,102.00"
Nissan,White,210664.0,4.0,"$3,148.00"
Toyota,Green,60873.0,4.0,"$4,212.00"
Toyota,White,65813.0,4.0,"$7,030.00"
,Red,86492.0,4.0,"$3,952.00"
Toyota,White,65386.0,4.0,"$5,467.00"
Toyota,White,28643.0,4.0,"$10,987.00"
BMW,Black,11065.0,5.0,"$20,625.00"
Toyota,Blue,63038.0,3.0,"$6,541.00"
,Red,91016.0,4.0,"$6,684.00"
Toyota,Green,57152.0,4.0,"$3,176.00"
Toyota,White,32967.0,4.0,"$7,967.00"
BMW,Black,12459.0,4.0,"$21,407.00"
Honda,Blue,55055.0,4.0,"$7,484.00"
Honda,White,66027.0,4.0,
Toyota,White,217778.0,4.0,"$3,305.00"
Toyota,White,32262.0,,"$8,636.00"
Toyota,White,58861.0,4.0,"$5,387.00"
Toyota,Blue,61667.0,4.0,"$6,554.00"
Toyota,White,152102.0,4.0,"$3,229.00"
Toyota,Green,57825.0,4.0,"$4,985.00"
Toyota,Green,62517.0,4.0,"$3,612.00"
Toyota,Green,51192.0,4.0,"$6,916.00"
Nissan,White,207502.0,4.0,"$2,444.00"
Honda,Red,80481.0,4.0,"$5,248.00"
BMW,Black,13388.0,5.0,"$22,292.00"
Toyota,White,150097.0,4.0,"$4,221.00"
Toyota,White,36069.0,4.0,"$8,738.00"
Toyota,Blue,56545.0,4.0,"$7,826.00"
Honda,White,52858.0,4.0,"$8,462.00"
Toyota,White,152177.0,4.0,"$1,192.00"
Nissan,White,207251.0,4.0,"$3,898.00"
Toyota,Black,9805.0,5.0,"$22,802.00"
Toyota,White,35570.0,4.0,
Toyota,Blue,58039.0,3.0,
Honda,,56492.0,4.0,"$5,808.00"
Toyota,White,33374.0,4.0,"$8,951.00"
Toyota,White,27454.0,4.0,"$9,288.00"
Toyota,White,87314.0,4.0,"$3,221.00"
Toyota,White,59728.0,4.0,"$5,473.00"
Nissan,White,208186.0,4.0,"$3,232.00"
,Black,16112.0,5.0,
Honda,White,60707.0,4.0,"$6,059.00"
Toyota,White,63948.0,4.0,"$7,220.00"
Toyota,White,153847.0,4.0,"$5,064.00"
Honda,Red,84025.0,4.0,
Honda,White,55820.0,4.0,"$6,687.00"
Toyota,White,37638.0,4.0,"$8,226.00"
Toyota,Green,55889.0,4.0,"$6,610.00"
BMW,Black,18446.0,5.0,"$21,887.00"
Toyota,White,,4.0,"$8,355.00"
Honda,Blue,65194.0,4.0,"$7,335.00"
Toyota,White,218418.0,4.0,"$7,048.00"
Toyota,White,67818.0,4.0,"$8,623.00"
Toyota,White,30987.0,4.0,"$7,455.00"
Honda,White,57961.0,4.0,"$7,575.00"
Honda,Blue,66788.0,4.0,"$3,880.00"
,White,64978.0,4.0,"$6,831.00"
BMW,Black,11695.0,5.0,"$21,884.00"
Toyota,Blue,62955.0,4.0,"$5,160.00"
BMW,Black,4838.0,4.0,"$21,332.00"
,White,213995.0,4.0,"$2,038.00"
,White,64874.0,4.0,"$8,997.00"
Honda,Blue,63325.0,4.0,"$8,957.00"
Honda,White,66600.0,4.0,
,Blue,59794.0,4.0,"$5,893.00"
Nissan,White,216951.0,4.0,"$3,258.00"
Honda,White,85119.0,4.0,"$4,077.00"
Toyota,Blue,65901.0,3.0,
Toyota,White,144566.0,,"$4,306.00"
Honda,Red,93301.0,4.0,"$7,113.00"
Nissan,White,217381.0,,"$1,551.00"
Honda,Red,91553.0,4.0,"$3,258.00"
Toyota,White,50849.0,4.0,"$8,706.00"
Nissan,White,213971.0,4.0,"$3,367.00"
Toyota,White,,4.0,"$9,202.00"
Toyota,White,32666.0,4.0,
Toyota,White,147447.0,,"$2,989.00"
Honda,,53207.0,4.0,"$8,224.00"
Honda,Blue,58023.0,4.0,"$5,563.00"
Toyota,White,149204.0,4.0,"$3,141.00"
Nissan,White,212932.0,4.0,"$3,751.00"
Toyota,White,152174.0,4.0,"$5,578.00"
Toyota,White,141913.0,4.0,"$3,175.00"
Toyota,Red,93519.0,4.0,"$4,731.00"
Honda,Blue,58520.0,4.0,"$6,924.00"
Toyota,Green,57736.0,4.0,"$4,230.00"
Toyota,White,61395.0,4.0,"$6,736.00"
Toyota,Green,50652.0,4.0,"$4,477.00"
BMW,Black,,5.0,"$21,596.00"
Toyota,Green,63474.0,4.0,"$5,288.00"
Toyota,White,59908.0,4.0,"$5,688.00"
Toyota,Green,56075.0,4.0,"$4,778.00"
BMW,White,11167.0,5.0,"$21,706.00"
Toyota,White,17724.0,4.0,"$8,890.00"
Toyota,White,62801.0,4.0,"$6,342.00"
Toyota,White,,4.0,"$5,604.00"
BMW,Black,11475.0,5.0,"$7,858.00"
Toyota,White,42178.0,4.0,"$11,066.00"
Toyota,Green,65624.0,4.0,"$8,372.00"
Toyota,Green,64385.0,4.0,"$3,609.00"
Honda,White,63823.0,4.0,"$7,455.00"
Honda,White,64693.0,4.0,"$6,804.00"
Honda,White,57463.0,4.0,"$6,180.00"
Nissan,White,210399.0,4.0,"$3,359.00"
Toyota,White,153940.0,4.0,"$3,999.00"
Honda,Blue,54365.0,4.0,"$7,712.00"
Toyota,White,22937.0,4.0,"$8,487.00"
BMW,Black,11161.0,5.0,"$22,593.00"
Toyota,White,61499.0,4.0,
Honda,Blue,63285.0,4.0,"$8,840.00"
,White,35663.0,,"$10,528.00"
BMW,White,6580.0,4.0,"$21,733.00"
Honda,White,64838.0,4.0,"$6,507.00"
Honda,Red,84131.0,4.0,"$6,116.00"
Honda,,55744.0,4.0,"$7,533.00"
Toyota,White,65542.0,4.0,"$10,358.00"
Honda,Blue,61894.0,4.0,"$5,295.00"
Honda,Red,90575.0,4.0,"$5,508.00"
Toyota,Blue,65589.0,,"$6,932.00"
Toyota,White,27006.0,4.0,"$9,777.00"
Toyota,,60958.0,4.0,"$4,740.00"
Toyota,White,30833.0,4.0,"$9,065.00"
Toyota,White,60941.0,4.0,"$6,450.00"
BMW,Black,11047.0,5.0,"$20,561.00"
Honda,White,56699.0,4.0,"$7,688.00"
Honda,Red,91545.0,4.0,"$6,539.00"
Toyota,White,37805.0,4.0,
Toyota,White,152658.0,4.0,"$3,112.00"
Toyota,White,59953.0,4.0,"$7,565.00"
BMW,Black,15678.0,5.0,"$21,503.00"
Nissan,White,223453.0,4.0,"$3,038.00"
Toyota,Blue,69710.0,3.0,"$8,065.00"
BMW,Black,15279.0,5.0,"$21,539.00"
Toyota,Blue,64044.0,4.0,"$6,551.00"
Toyota,Green,57440.0,,"$5,622.00"
Nissan,White,214375.0,4.0,"$1,748.00"
BMW,Black,15085.0,5.0,"$5,329.00"
BMW,White,14821.0,5.0,"$19,883.00"
Toyota,White,206387.0,4.0,"$4,860.00"
Toyota,White,28834.0,4.0,"$9,073.00"
Toyota,Black,13041.0,5.0,"$23,049.00"
Honda,White,52831.0,4.0,"$8,313.00"
Toyota,White,62959.0,4.0,"$6,481.00"
Toyota,Black,14153.0,5.0,"$21,057.00"
Honda,White,,4.0,"$6,682.00"
Toyota,White,63016.0,4.0,"$8,778.00"
Honda,Red,87413.0,4.0,"$6,224.00"
Nissan,White,205091.0,4.0,"$3,141.00"
Toyota,White,53635.0,4.0,"$10,144.00"
BMW,Black,4751.0,5.0,"$20,446.00"
Toyota,Blue,58811.0,3.0,"$5,571.00"
Nissan,White,208158.0,4.0,"$4,406.00"
Toyota,Blue,59094.0,4.0,"$6,848.00"
Toyota,White,29106.0,4.0,"$9,887.00"
Toyota,Blue,56008.0,4.0,"$7,494.00"
Toyota,,61049.0,4.0,"$6,533.00"
Toyota,Blue,67275.0,3.0,"$6,223.00"
Honda,Blue,61654.0,4.0,"$7,123.00"
Toyota,White,55430.0,4.0,"$6,528.00"
,White,213165.0,4.0,"$8,027.00"
Toyota,Blue,62148.0,3.0,"$6,460.00"
BMW,Black,7798.0,5.0,"$22,578.00"
Honda,White,63296.0,4.0,"$8,285.00"
BMW,Black,11498.0,5.0,"$23,575.00"
Toyota,White,57558.0,4.0,"$7,130.00"
Toyota,White,150830.0,4.0,"$4,578.00"
Toyota,White,61597.0,4.0,"$2,765.00"
Toyota,Green,,4.0,"$3,051.00"
Toyota,White,28394.0,4.0,"$8,554.00"
Toyota,Green,,4.0,"$3,681.00"
Honda,White,,4.0,"$6,759.00"
,Green,65516.0,4.0,"$4,956.00"
BMW,Black,65466.0,5.0,"$22,401.00"
Toyota,White,63747.0,4.0,"$6,567.00"
Toyota,White,160664.0,4.0,"$4,416.00"
Toyota,Blue,61834.0,3.0,"$7,348.00"
,White,216223.0,4.0,"$6,661.00"
Toyota,Blue,54986.0,3.0,"$8,189.00"
Toyota,White,152133.0,4.0,"$3,708.00"
Nissan,White,205088.0,4.0,"$5,085.00"
Honda,White,65154.0,4.0,"$6,422.00"
BMW,Black,16698.0,5.0,"$22,583.00"
Toyota,Green,62504.0,4.0,
Toyota,White,153492.0,4.0,"$6,674.00"
Honda,Red,85607.0,4.0,"$4,700.00"
Toyota,Blue,56664.0,4.0,"$6,431.00"
Honda,Blue,55952.0,4.0,"$5,217.00"
Toyota,Green,58039.0,4.0,"$5,349.00"
Toyota,,62669.0,4.0,"$5,400.00"
BMW,Black,4875.0,5.0,"$20,973.00"
Toyota,White,66263.0,4.0,"$6,142.00"
Toyota,Blue,64503.0,3.0,"$6,854.00"
Honda,White,59199.0,4.0,"$7,496.00"
Toyota,White,42453.0,4.0,"$9,427.00"
Honda,White,63509.0,4.0,"$7,755.00"
Honda,White,63536.0,4.0,"$7,340.00"
Toyota,Blue,51500.0,3.0,"$5,348.00"
BMW,Black,10003.0,5.0,"$22,474.00"
Toyota,Blue,50539.0,3.0,"$7,747.00"
BMW,Black,9100.0,4.0,
Toyota,White,62331.0,4.0,"$2,721.00"
Toyota,Blue,57655.0,3.0,"$8,120.00"
Toyota,Green,62250.0,4.0,"$3,997.00"
Honda,Red,96160.0,4.0,"$3,311.00"
Toyota,Blue,56623.0,3.0,"$8,170.00"
Toyota,Blue,58019.0,3.0,"$5,343.00"
Toyota,Blue,54975.0,3.0,"$7,400.00"
Nissan,White,216957.0,4.0,"$2,791.00"
Honda,Red,88284.0,4.0,"$5,706.00"
Toyota,White,67702.0,4.0,
Toyota,White,27738.0,4.0,
Toyota,Red,86782.0,4.0,"$4,947.00"
Toyota,,57784.0,3.0,"$8,347.00"
Toyota,Blue,64875.0,4.0,"$7,240.00"
Nissan,White,223330.0,4.0,"$3,577.00"
Toyota,Blue,61230.0,3.0,"$7,036.00"
Toyota,Green,60342.0,4.0,"$4,498.00"
Toyota,,49902.0,4.0,"$7,468.00"
Toyota,White,60332.0,4.0,"$8,012.00"
Toyota,White,,,"$11,207.00"
Toyota,White,154286.0,4.0,"$4,857.00"
BMW,Black,62439.0,5.0,"$22,265.00"
Toyota,White,57460.0,4.0,"$7,196.00"
Honda,Red,88666.0,4.0,"$7,984.00"
Toyota,White,25154.0,4.0,"$9,254.00"
Honda,,59250.0,4.0,"$7,232.00"
Toyota,White,64936.0,4.0,"$6,777.00"
Toyota,White,61158.0,4.0,"$5,808.00"
BMW,Black,3006.0,5.0,"$22,077.00"
Honda,Blue,62239.0,4.0,"$5,964.00"
Honda,White,61223.0,4.0,"$6,528.00"
Toyota,White,66315.0,4.0,"$5,758.00"
Nissan,White,214125.0,4.0,"$3,349.00"
Toyota,Blue,54585.0,4.0,"$7,101.00"
Nissan,White,221200.0,4.0,"$4,385.00"
Honda,White,70288.0,4.0,"$6,112.00"
Toyota,White,33176.0,4.0,"$6,982.00"
Honda,White,54890.0,4.0,"$6,125.00"
Toyota,White,,4.0,
Honda,Red,87131.0,4.0,"$5,532.00"
Honda,,85791.0,4.0,"$4,501.00"
Nissan,White,209404.0,4.0,"$4,360.00"
Nissan,White,212077.0,4.0,"$3,540.00"
Honda,Blue,67200.0,4.0,"$6,772.00"
Toyota,Blue,63377.0,4.0,"$8,084.00"
BMW,Black,8857.0,5.0,"$21,152.00"
Toyota,White,60462.0,4.0,"$5,516.00"
,White,34443.0,,"$9,083.00"
Toyota,Blue,59268.0,3.0,"$5,279.00"
,White,207952.0,4.0,"$4,635.00"
Nissan,White,209462.0,4.0,"$5,026.00"
Nissan,White,212559.0,4.0,"$3,378.00"
Toyota,Blue,66960.0,3.0,"$7,948.00"
Toyota,White,60966.0,,"$5,820.00"
,Red,,4.0,"$5,420.00"
Nissan,White,214045.0,4.0,"$4,817.00"
BMW,Black,11506.0,5.0,
Honda,Red,94759.0,4.0,"$5,258.00"
Nissan,White,58115.0,4.0,"$4,814.00"
Toyota,Blue,66068.0,3.0,"$7,537.00"
Honda,Blue,57093.0,4.0,"$6,430.00"
Toyota,Green,59794.0,4.0,"$3,733.00"
Honda,Blue,65075.0,4.0,"$7,362.00"
Toyota,White,65179.0,,"$6,798.00"
BMW,Black,4800.0,5.0,"$21,877.00"
Honda,White,60305.0,4.0,"$7,169.00"
Toyota,White,58737.0,3.0,"$6,259.00"
Toyota,White,57510.0,4.0,"$7,369.00"
Honda,White,55229.0,4.0,"$9,135.00"
Honda,Red,87563.0,4.0,"$5,155.00"
BMW,White,18142.0,4.0,"$22,074.00"
Honda,Blue,61924.0,4.0,"$7,583.00"
Honda,Red,82042.0,4.0,"$6,325.00"
BMW,White,12576.0,5.0,"$22,390.00"
Honda,White,,4.0,"$6,423.00"
,Black,14010.0,5.0,"$22,327.00"
Honda,White,63440.0,4.0,"$7,285.00"
Toyota,White,150198.0,4.0,"$2,921.00"
Toyota,,55099.0,4.0,"$4,655.00"
Nissan,White,224120.0,,"$4,369.00"
BMW,Black,16072.0,5.0,"$21,748.00"
Honda,Blue,59079.0,4.0,"$6,539.00"
Honda,,91621.0,4.0,"$4,891.00"
Honda,Blue,67648.0,4.0,"$7,803.00"
Nissan,White,216986.0,4.0,"$4,057.00"
Toyota,White,54004.0,4.0,"$6,415.00"
Toyota,White,55696.0,4.0,
,Blue,67737.0,3.0,"$7,340.00"
Honda,Red,92414.0,4.0,
Toyota,White,33135.0,4.0,"$10,650.00"
Honda,Blue,58048.0,4.0,"$6,494.00"
Honda,White,61231.0,4.0,"$8,822.00"
Toyota,White,40429.0,4.0,"$9,729.00"
Toyota,White,31815.0,4.0,"$11,936.00"
Honda,Red,76875.0,4.0,"$4,290.00"
Honda,Blue,58247.0,4.0,"$6,771.00"
Toyota,White,50932.0,4.0,"$7,547.00"
Nissan,White,218013.0,4.0,"$2,334.00"
Toyota,Blue,60818.0,3.0,"$8,114.00"
Toyota,White,66232.0,4.0,"$6,465.00"
Toyota,White,,4.0,"$7,359.00"
Nissan,White,212184.0,4.0,"$2,840.00"
Toyota,Green,64047.0,4.0,"$5,958.00"
Honda,,92688.0,4.0,"$7,294.00"
BMW,Black,10067.0,5.0,"$22,825.00"
Toyota,White,59071.0,4.0,"$6,054.00"
BMW,Black,6654.0,5.0,"$21,407.00"
BMW,Black,14976.0,4.0,"$20,265.00"
Toyota,Blue,59127.0,3.0,"$5,653.00"
Toyota,Green,62942.0,4.0,"$5,752.00"
Toyota,White,56014.0,4.0,"$5,713.00"
BMW,Black,10743.0,5.0,"$21,647.00"
BMW,Black,11727.0,5.0,"$20,926.00"
Honda,Red,86379.0,,"$3,203.00"
Toyota,White,42824.0,4.0,"$11,495.00"
Toyota,Green,45945.0,4.0,"$4,526.00"
Toyota,Red,83131.0,4.0,"$4,080.00"
Toyota,White,36649.0,4.0,"$11,037.00"
Toyota,Blue,61648.0,3.0,"$8,278.00"
Toyota,White,30981.0,4.0,"$8,082.00"
Toyota,White,32177.0,4.0,"$8,399.00"
Honda,White,55660.0,4.0,"$9,337.00"
Toyota,White,56083.0,4.0,"$6,340.00"
Toyota,White,53453.0,4.0,"$8,569.00"
Nissan,White,218444.0,4.0,"$2,147.00"
,Blue,64946.0,3.0,"$6,840.00"
Nissan,White,208649.0,4.0,"$3,106.00"
Honda,Blue,61695.0,4.0,"$8,141.00"
,White,32093.0,4.0,"$8,696.00"
Toyota,White,22431.0,4.0,"$10,664.00"
Toyota,Blue,58188.0,3.0,"$7,259.00"
Toyota,White,59825.0,4.0,"$6,990.00"
Honda,Blue,55121.0,4.0,"$7,350.00"
Honda,Red,90649.0,4.0,"$4,647.00"
Honda,Blue,57231.0,4.0,"$5,759.00"
,White,145226.0,4.0,"$2,402.00"
Toyota,White,65571.0,4.0,"$7,310.00"
Toyota,White,68478.0,4.0,"$6,787.00"
Honda,White,63323.0,4.0,"$8,781.00"
Toyota,Green,63368.0,4.0,"$8,498.00"
Nissan,White,211144.0,4.0,"$2,183.00"
Toyota,White,63127.0,4.0,"$4,778.00"
Toyota,White,142637.0,4.0,"$4,603.00"
Honda,Blue,59472.0,4.0,"$5,226.00"
Toyota,Blue,62737.0,3.0,"$6,356.00"
Toyota,Blue,57790.0,3.0,"$7,552.00"
,White,147981.0,4.0,"$4,240.00"
Nissan,,211386.0,4.0,"$3,760.00"
Nissan,,217943.0,4.0,"$3,713.00"
Honda,White,60975.0,4.0,"$7,357.00"
Toyota,White,21322.0,,"$11,275.00"
,Blue,51418.0,4.0,"$6,414.00"
Toyota,Blue,53896.0,4.0,"$7,540.00"
Toyota,,28860.0,4.0,"$8,365.00"
Toyota,White,30370.0,4.0,"$10,579.00"
Toyota,White,34631.0,4.0,"$9,381.00"
Honda,White,65650.0,4.0,"$7,056.00"
,Blue,60595.0,3.0,"$8,608.00"
Toyota,Blue,65386.0,3.0,"$5,339.00"
Honda,Blue,62160.0,4.0,"$7,670.00"
Toyota,White,25192.0,4.0,"$7,553.00"
Toyota,White,63942.0,4.0,"$5,938.00"
,Red,88500.0,4.0,"$4,986.00"
Toyota,White,154268.0,4.0,"$3,016.00"
Toyota,White,55860.0,4.0,"$7,468.00"
Toyota,,150725.0,4.0,"$5,796.00"
Toyota,White,24664.0,4.0,"$9,547.00"
Nissan,White,215910.0,4.0,"$5,245.00"
Nissan,White,211727.0,4.0,"$2,427.00"
Nissan,White,65405.0,4.0,"$3,394.00"
Toyota,Green,60103.0,4.0,"$3,489.00"
Honda,Blue,62889.0,4.0,"$4,589.00"
Toyota,White,31916.0,4.0,"$10,888.00"
Toyota,Green,62027.0,4.0,"$4,591.00"
Toyota,White,55302.0,4.0,"$7,682.00"
Nissan,,211450.0,4.0,"$8,617.00"
Toyota,White,58916.0,4.0,"$7,597.00"
Honda,Blue,66275.0,4.0,"$7,766.00"
Toyota,White,148940.0,4.0,
Toyota,White,27381.0,4.0,"$8,275.00"
Toyota,White,64142.0,4.0,"$3,876.00"
Toyota,White,61241.0,4.0,
BMW,Black,7984.0,5.0,"$7,182.00"
Toyota,Blue,53448.0,3.0,"$5,985.00"
Honda,White,64455.0,,"$7,126.00"
Toyota,Green,58325.0,4.0,"$4,368.00"
Toyota,White,31950.0,4.0,"$8,913.00"
Nissan,White,217361.0,4.0,"$2,252.00"
Honda,White,65278.0,,"$6,026.00"
Toyota,Green,57787.0,4.0,"$4,525.00"
Nissan,White,60071.0,4.0,"$2,849.00"
Nissan,White,59003.0,4.0,"$3,817.00"
Toyota,White,58295.0,4.0,"$7,857.00"
Toyota,Blue,,3.0,"$8,523.00"
Toyota,White,145818.0,4.0,"$3,790.00"
Honda,White,62025.0,4.0,"$7,998.00"
Honda,Red,88038.0,4.0,"$5,326.00"
Honda,White,89369.0,4.0,"$5,714.00"
BMW,Black,7818.0,5.0,"$22,689.00"
Honda,Blue,56897.0,4.0,"$7,034.00"
Toyota,White,63593.0,4.0,"$3,806.00"
Nissan,White,207660.0,4.0,
Honda,White,65405.0,4.0,"$6,683.00"
BMW,Black,20048.0,5.0,"$20,141.00"
,Red,90358.0,4.0,"$6,215.00"
Toyota,White,54484.0,4.0,"$5,686.00"
Honda,White,67827.0,4.0,"$7,799.00"
Toyota,White,49562.0,4.0,"$8,572.00"
Toyota,White,65354.0,4.0,"$3,740.00"
Toyota,White,147233.0,,
Toyota,White,57987.0,4.0,
Nissan,White,210162.0,4.0,"$2,397.00"
Toyota,White,60878.0,4.0,"$6,191.00"
Toyota,White,139604.0,4.0,"$3,087.00"
Honda,Blue,56807.0,4.0,"$5,597.00"
Toyota,White,145046.0,4.0,"$7,357.00"
Honda,Red,52828.0,4.0,"$4,927.00"
Toyota,White,150123.0,4.0,"$3,278.00"
Toyota,,56330.0,4.0,"$9,961.00"
,Green,62165.0,4.0,"$4,103.00"
Toyota,Blue,63409.0,,"$7,869.00"
Honda,White,61239.0,4.0,"$5,406.00"
Honda,Red,83974.0,4.0,"$5,942.00"
,White,145472.0,4.0,"$2,617.00"
Honda,,67682.0,4.0,"$6,468.00"
Honda,Red,85839.0,4.0,"$6,019.00"
Toyota,,69931.0,,"$5,211.00"
Toyota,Green,60539.0,4.0,"$2,963.00"
Toyota,White,37006.0,4.0,"$6,284.00"
BMW,Black,,5.0,"$21,534.00"
Toyota,Blue,60612.0,3.0,"$7,082.00"
Toyota,,56848.0,3.0,"$8,260.00"
Honda,Blue,54925.0,4.0,"$7,532.00"
Honda,Red,84947.0,4.0,"$4,855.00"
Toyota,White,52640.0,4.0,"$8,207.00"
BMW,Black,7024.0,5.0,"$19,790.00"
Toyota,Green,64396.0,4.0,"$5,901.00"
Toyota,White,63719.0,3.0,"$6,823.00"
Toyota,,58926.0,,"$5,738.00"
Nissan,White,219641.0,4.0,"$4,180.00"
Toyota,White,30320.0,4.0,
Toyota,Blue,55763.0,4.0,"$6,724.00"
Nissan,White,213781.0,4.0,"$3,551.00"
Honda,,58451.0,4.0,
Honda,Blue,59996.0,4.0,"$6,546.00"
Honda,Red,82712.0,4.0,"$4,807.00"
Toyota,Blue,64848.0,3.0,"$7,824.00"
Toyota,White,154475.0,4.0,"$5,763.00"
Honda,Blue,55174.0,4.0,"$6,394.00"
Toyota,White,49468.0,4.0,"$8,253.00"
Toyota,White,155049.0,4.0,"$4,311.00"
Toyota,Blue,59460.0,4.0,"$6,695.00"
BMW,,6775.0,5.0,"$20,625.00"
Toyota,White,34942.0,4.0,"$10,167.00"
Toyota,White,146607.0,4.0,"$6,595.00"
Toyota,White,62066.0,4.0,"$4,750.00"
Toyota,White,23399.0,4.0,"$9,282.00"
Honda,Red,,4.0,"$6,291.00"
Toyota,White,146947.0,4.0,"$4,098.00"
Toyota,Blue,55523.0,4.0,"$8,125.00"
,White,212752.0,4.0,"$8,901.00"
,Blue,57138.0,3.0,"$7,205.00"
Honda,White,55057.0,4.0,"$8,463.00"
Honda,Red,90673.0,4.0,"$4,751.00"
Honda,Red,87358.0,4.0,"$3,740.00"
Toyota,Blue,62816.0,3.0,"$9,684.00"
Toyota,White,65889.0,4.0,"$7,232.00"
Honda,Blue,62880.0,4.0,"$9,274.00"
Toyota,White,33445.0,4.0,"$9,274.00"
Toyota,White,153325.0,4.0,"$3,672.00"
Honda,Red,,4.0,"$4,282.00"
Honda,White,58160.0,4.0,"$6,283.00"
,White,55515.0,4.0,"$6,601.00"
Honda,Blue,65228.0,4.0,"$5,818.00"
Toyota,White,158041.0,4.0,"$6,145.00"
Toyota,White,153646.0,,"$3,609.00"
Toyota,White,41500.0,4.0,"$9,512.00"
Toyota,White,148309.0,4.0,"$3,580.00"
Toyota,White,62942.0,4.0,"$7,566.00"
Toyota,Blue,61259.0,3.0,
,Black,7636.0,5.0,"$5,091.00"
Honda,Blue,62633.0,4.0,"$7,656.00"
Toyota,White,62503.0,4.0,"$4,123.00"
Toyota,Blue,54771.0,3.0,"$6,968.00"
Honda,White,58901.0,,"$7,314.00"
Toyota,White,52789.0,4.0,"$8,697.00"
Honda,White,60362.0,4.0,"$6,228.00"
BMW,Black,10305.0,5.0,"$20,675.00"
Toyota,White,142408.0,4.0,"$4,068.00"
Toyota,White,59636.0,4.0,"$6,416.00"
Toyota,Green,67738.0,4.0,"$4,860.00"
Toyota,Blue,49453.0,3.0,"$7,735.00"
Nissan,,218674.0,4.0,"$5,471.00"
Honda,Blue,52160.0,4.0,"$8,436.00"
Toyota,Green,64710.0,4.0,
Honda,Red,89822.0,4.0,"$6,344.00"
Toyota,White,135229.0,4.0,"$3,529.00"
Toyota,Blue,57606.0,3.0,"$6,681.00"
Honda,White,63009.0,4.0,"$7,212.00"
Toyota,Red,73178.0,4.0,"$5,433.00"
,White,210074.0,4.0,"$3,133.00"
,Green,66476.0,4.0,"$5,960.00"
Toyota,White,48334.0,4.0,"$9,877.00"
Honda,Red,98351.0,4.0,"$4,191.00"
Toyota,White,60513.0,4.0,"$7,506.00"
Toyota,,30991.0,4.0,"$8,508.00"
BMW,Black,6553.0,5.0,"$22,323.00"
Toyota,Blue,64587.0,3.0,"$6,800.00"
Honda,Red,91927.0,4.0,"$3,207.00"
Toyota,Green,60434.0,4.0,"$3,736.00"
Toyota,White,34180.0,4.0,"$11,652.00"
BMW,Black,12872.0,4.0,"$22,774.00"
Honda,,65424.0,4.0,"$7,460.00"
Honda,White,57816.0,,"$9,082.00"
Toyota,,210967.0,4.0,"$3,439.00"
Toyota,White,28325.0,4.0,"$9,391.00"
Toyota,White,76743.0,4.0,"$3,610.00"
Toyota,Blue,58396.0,4.0,"$6,500.00"
Toyota,White,149025.0,4.0,"$4,668.00"
Toyota,Green,62167.0,4.0,"$4,828.00"
